"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-06",,,"0.04",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-07",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-08",,,"0.25",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-09",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-10",,,"0.17",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-11",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-12",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-13",,,"0.68",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-14",,,"1.46",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-15",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-16",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-17",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-18",,,"0.10",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-19",,,"0.11",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-20",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-21",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-22",,,"0.47",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-23",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-24",,,"0.58",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-25",,,"0.21",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-26",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-27",,,"0.21",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-28",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-29",,,"0.00","0.0",,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-04-30",,,"0.24",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-01",,,"0.52",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-02",,,"0.10",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-03",,,"0.19",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-04",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-05",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-06",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-07",,,"0.11",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-08",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-09",,,"0.54","0.0",,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-10",,,,"0.0",,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-11",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-12",,,"0.04",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-13",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-14",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-15",,,"0.04",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-16",,,"0.01",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-17",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-18",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-19",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-20",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-21",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-22",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-23",,,"0.01",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-24",,,"0.41",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-25",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-26",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-27",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-28",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-29",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-30",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-05-31",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-01",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-02",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-03",,,"0.46",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-04",,,"0.28",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-05",,,"0.53",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-06",,,"0.27",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-07",,,"0.14",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-08",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-09",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-10",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-11",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-12",,,"0.37",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-13",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-14",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-15",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-16",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-17",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-18",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-19",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-20",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-21",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-22",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-23",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-24",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-25",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-26",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-27",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-28",,,"0.22",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-29",,,"0.56",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-06-30",,,"0.20",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-01",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-02",,,"0.48",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-03",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-04",,,"0.16",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-05",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-06",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-07",,,"0.07",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-08",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-09",,,"0.02",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-10",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-11",,,"3.28",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-12",,,"0.29",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-13",,,"0.05",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-14",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-15",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-16",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-17",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-18",,,"0.07",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-19",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-20",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-21",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-22",,,"0.18",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-23",,,"1.16",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-24",,,"0.11",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-25",,,"0.49",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-26",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-27",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-28",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-29",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-30",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-07-31",,,"1.34",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-01",,,"0.41",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-02",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-03",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-04",,,"0.55",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-06",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-07",,,"0.04",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-08",,,"0.33",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-09",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-10",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-11",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-12",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-13",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-14",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-15",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-16",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-17",,,"0.24",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-18",,,"0.39",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-19",,,"0.13",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-20",,,"0.39",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-21",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-22",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-23",,,"0.07",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-24",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-25",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-26",,,"0.14",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-27",,,"0.09",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-28",,,"0.88",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-29",,,"0.04",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-30",,,"0.04",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-08-31",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-01",,,"0.38",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-02",,,"0.03",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-03",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-04",,,"0.54",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-05",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-06",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-07",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-08",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-09",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-10",,,"0.75",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-11",,,"0.79",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-12",,,"0.00","0.0",,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-13",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-14",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-15",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-16",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-17",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-18",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-19",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-20",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-21",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-22",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-23",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-24",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-25",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-26",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-27",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-28",,,"0.06",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-29",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-09-30",,,"1.09",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10-01",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10-02",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10-03",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10-04",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10-05",,,"0.00",,,,,,,,,,,,,,,,
"US1NYQN0033","HOWARD BEACH 0.4 NNW, NY US","2020-10-06",,,"0.00",,,,,,,,,,,,,,,,
